Word Frequency Analysis Report
==================================================
EPUB File: Harry Potter and the Order of the Phoenix Deluxe Illustrated Slipcase Edition (J. K. Rowling) (Z-Library).epub
Total words: 258,046
Unique words: 13,973

Category Summary:
--------------------
Other: 13,676 unique words
CET-4: 170 unique words
CET-6: 127 unique words

Top 50 Most Frequent Words:
------------------------------
Rank   Word                 Count      Category  
bogeys                    1        times  [Other]
boggart                   12       times  [Other]
boil                      1        times  [Other]
boiler                    2        times  [Other]
boiling                   5        times  [Other]
boils                     5        times  [Other]
bold                      2        times  [Other]
boldest                   1        times  [Other]
bole                      2        times  [Other]
bols                      1        times  [Other]
bolt                      8        times  [Other]
bolted                    3        times  [Other]
bolts                     3        times  [Other]
bomb                      1        times  [Other]
bombarding                1        times  [Other]
bomber                    2        times  [Other]
bombs                     2        times  [Other]
bonaccord                 4        times  [Other]
bond                      2        times  [Other]
bonds                     1        times  [Other]
bone                      5        times  [Other]
bones                     37       times  [Other]
bonus                     2        times  [Other]
bonuses                   1        times  [Other]
bony                      4        times  [Other]
boo                       1        times  [Other]
booing                    2        times  [Other]
book                      37       times  [Other]
bookcase                  1        times  [Other]
bookcases                 2        times  [Other]
booked                    3        times  [Other]
booklets                  1        times  [Other]
booklists                 2        times  [Other]
books                     43       times  [Other]
bookshelf                 1        times  [Other]
boom                      1        times  [Other]
boomed                    1        times  [Other]
booming                   6        times  [Other]
boost                     1        times  [Other]
boot                      8        times  [Other]
boots                     2        times  [Other]
bor                       2        times  [Other]
border                    1        times  [Other]
bore                      9        times  [Other]
bored                     17       times  [Other]
boredom                   1        times  [Other]
boring                    3        times  [Other]
born                      18       times  [Other]
borne                     2        times  [Other]
bornly                    1        times  [Other]
borns                     1        times  [Other]
borrow                    5        times  [Other]
borrowed                  2        times  [Other]
boss                      5        times  [Other]
bossily                   1        times  [Other]
bossy                     1        times  [Other]
bot                       1        times  [Other]
both                      128      times  [Other]
bother                    13       times  [Other]
bothered                  4        times  [Other]
bothering                 4        times  [Other]
bothers                   2        times  [Other]
bottle                    24       times  [Other]
bottles                   9        times  [Other]
bottom                    24       times  [Other]
bottommost                1        times  [Other]
bough                     4        times  [Other]
boughs                    1        times  [Other]
bought                    5        times  [Other]
boul                      1        times  [Other]
boulder                   1        times  [Other]
boulderish                1        times  [Other]
boulders                  2        times  [Other]
bounc                     1        times  [Other]
bounce                    1        times  [Other]
bounced                   3        times  [Other]
bounces                   1        times  [Other]
bouncing                  4        times  [Other]
bouncy                    1        times  [Other]
bound                     30       times  [Other]
boundaries                2        times  [Other]
bounded                   3        times  [Other]
bounding                  3        times  [Other]
bounds                    3        times  [Other]
bout                      2        times  [Other]
bow                       19       times  [Other]
bowed                     9        times  [Other]
bowels                    2        times  [Other]
bowing                    5        times  [Other]
bowl                      13       times  [Other]
bowled                    1        times  [Other]
bowler                    8        times  [Other]
bowls                     1        times  [Other]
bows                      4        times  [Other]
bowstrings                1        times  [Other]
bowtruckle                13       times  [Other]
bowtruckles               5        times  [Other]
box                       33       times  [Other]
boxes                     2        times  [Other]
boxing                    3        times  [Other]
boy                       84       times  [CET-4]
boyfriend                 2        times  [Other]
boys                      22       times  [Other]
boyship                   1        times  [Other]
brac                      1        times  [Other]
brace                     1        times  [Other]
braced                    3        times  [Other]
bracingly                 6        times  [Other]
bracken                   1        times  [Other]
bracket                   3        times  [Other]
brackets                  2        times  [Other]
brad                      1        times  [Other]
bradley                   2        times  [Other]
braided                   2        times  [Other]
brain                     44       times  [Other]
braine                    2        times  [Other]
brains                    16       times  [Other]
bramble                   1        times  [Other]
brambles                  1        times  [Other]
bran                      3        times  [Other]
branch                    8        times  [Other]
branched                  1        times  [Other]
branches                  7        times  [Other]
brand                     2        times  [Other]
brandished                2        times  [Other]
brandishing               3        times  [Other]
brary                     1        times  [Other]
brass                     8        times  [Other]
brat                      1        times  [Other]
brate                     1        times  [Other]
brating                   1        times  [Other]
brats                     3        times  [Other]
brave                     16       times  [Other]
bravery                   1        times  [Other]
bravest                   1        times  [Other]
bravo                     1        times  [Other]
breach                    5        times  [Other]
breached                  1        times  [Other]
bread                     4        times  [Other]
breadboard                1        times  [Other]
break                     31       times  [Other]
breakable                 1        times  [Other]
breakdowns                1        times  [Other]
breakers                  1        times  [Other]
breakfast                 33       times  [Other]
breakfasters              1        times  [Other]
breaking                  14       times  [Other]
breakout                  7        times  [Other]
breakouts                 1        times  [Other]
breaks                    1        times  [Other]
breath                    64       times  [Other]
breathe                   3        times  [Other]
breathed                  16       times  [Other]
breathiness               1        times  [Other]
breathing                 24       times  [Other]
breathless                5        times  [Other]
breathlessly              12       times  [Other]
breaths                   4        times  [Other]
breathy                   1        times  [Other]
breed                     4        times  [Other]
breeding                  3        times  [Other]
breeds                    10       times  [Other]
breeze                    6        times  [Other]
breezier                  1        times  [Other]
breezily                  1        times  [Other]
breezy                    3        times  [Other]
brethren                  3        times  [Other]
brian                     1        times  [Other]
brick                     4        times  [Other]
bricklike                 1        times  [Other]
bricks                    1        times  [Other]
bridge                    33       times  [Other]
brief                     8        times  [Other]
briefcase                 1        times  [Other]
briefcases                2        times  [Other]
briefly                   3        times  [Other]
bright                    31       times  [Other]
brighten                  2        times  [Other]
brightened                1        times  [Other]
brighter                  4        times  [Other]
brightly                  28       times  [Other]
brightness                1        times  [Other]
brilliant                 12       times  [Other]
brilliantly               1        times  [Other]
brim                      3        times  [Other]
brims                     1        times  [Other]
bring                     30       times  [Other]
bringer                   1        times  [Other]
bringin                   2        times  [Other]
bringing                  11       times  [Other]
brings                    2        times  [Other]
brisk                     5        times  [Other]
briskly                   16       times  [Other]
bristle                   1        times  [Other]
britain                   4        times  [Other]
british                   2        times  [Other]
bro                       4        times  [Other]
broached                  1        times  [Other]
broad                     9        times  [Other]
broader                   1        times  [Other]
broadly                   5        times  [Other]
broadway                  1        times  [Other]
broderick                 3        times  [Other]
broke                     35       times  [Other]
broken                    24       times  [Other]
bronze                    1        times  [Other]
brooding                  1        times  [Other]
broom                     49       times  [Other]
brooms                    12       times  [Other]
broomstick                14       times  [Other]
broomsticks               12       times  [Other]
bros                      2        times  [Other]
brother                   19       times  [Other]
brothers                  7        times  [Other]
brought                   27       times  [Other]
brow                      5        times  [Other]
brown                     19       times  [Other]
brownish                  1        times  [Other]
brows                     5        times  [Other]
browsed                   1        times  [Other]
bru                       1        times  [Other]
bruise                    1        times  [Other]
bruised                   4        times  [Other]
bruises                   4        times  [Other]
bruising                  2        times  [Other]
brush                     3        times  [Other]
brushed                   3        times  [Other]
brushing                  2        times  [Other]
brusque                   1        times  [Other]
brusquely                 4        times  [Other]
brutal                    3        times  [Other]
brutality                 1        times  [Other]
brutally                  1        times  [Other]
brutus                    1        times  [Other]
bu                        6        times  [Other]
bubble                    6        times  [Other]
bubbles                   3        times  [Other]
bubbling                  2        times  [Other]
buck                      2        times  [Other]
buckbeak                  9        times  [Other]
bucket                    8        times  [Other]
bucking                   1        times  [Other]
buckled                   2        times  [Other]
bud                       2        times  [Other]
budge                     4        times  [Other]
budgerigars               2        times  [Other]
budgie                    1        times  [Other]
buffeted                  1        times  [Other]
buffoon                   2        times  [Other]
bugs                      1        times  [Other]
build                     5        times  [CET-4]
building                  10       times  [Other]
buildings                 3        times  [Other]
builds                    1        times  [Other]
built                     2        times  [Other]
bul                       3        times  [Other]
bulb                      2        times  [Other]
bulbadox                  1        times  [Other]
bulbs                     2        times  [Other]
bulge                     1        times  [Other]
bulging                   8        times  [Other]
bulk                      1        times  [Other]
bull                      4        times  [Other]
bulldog                   1        times  [Other]
bullet                    1        times  [Other]
bullfrog                  6        times  [Other]
bullfrogs                 1        times  [Other]
bullied                   1        times  [Other]
bully                     1        times  [Other]
bullyin                   1        times  [Other]
bullying                  1        times  [Other]
bulse                     1        times  [Other]
bulstrode                 3        times  [Other]
bumped                    1        times  [Other]
bumping                   1        times  [Other]
bumps                     2        times  [Other]
bun                       1        times  [Other]
bunch                     7        times  [Other]
bunched                   1        times  [Other]
bunches                   1        times  [Other]
bundle                    2        times  [Other]
bungy                     2        times  [Other]
buoyant                   1        times  [Other]
buoyed                    1        times  [Other]
burden                    2        times  [Other]
burdens                   1        times  [Other]
bureau                    1        times  [Other]
burgeoned                 1        times  [Other]
burglars                  2        times  [Other]
buried                    8        times  [Other]
burn                      12       times  [Other]
burned                    10       times  [Other]
burnin                    1        times  [Other]
burning                   19       times  [Other]
burns                     3        times  [Other]
burrow                    8        times  [Other]
burrowing                 1        times  [Other]
burst                     51       times  [Other]
bursting                  3        times  [Other]
burying                   1        times  [Other]
bus                       24       times  [Other]
buses                     1        times  [Other]
bush                      3        times  [Other]
bushes                    3        times  [Other]
bushy                     2        times  [Other]
busi                      1        times  [Other]
busily                    1        times  [Other]
business                  24       times  [Other]
businesslike              3        times  [Other]
bust                      2        times  [Other]
bustle                    1        times  [Other]
bustled                   3        times  [Other]
bustling                  4        times  [Other]
busy                      30       times  [Other]
but                       1390     times  [CET-4]
butt                      1        times  [Other]
butter                    1        times  [Other]
butterbeer                23       times  [Other]
butterbeers               4        times  [Other]
butterflies               1        times  [Other]
buttering                 1        times  [Other]
buttock                   1        times  [Other]
buttocks                  2        times  [Other]
button                    8        times  [Other]
buttoning                 1        times  [Other]
buttons                   1        times  [Other]
buy                       4        times  [Other]
buying                    4        times  [Other]
buys                      1        times  [Other]
buzz                      1        times  [Other]
buzzing                   5        times  [Other]
by                        527      times  [CET-4]
bye                       13       times  [Other]
byes                      1        times  [Other]
bypassed                  1        times  [Other]
ca                        1        times  [Other]
cab                       1        times  [Other]
cabbage                   1        times  [Other]
cabin                     30       times  [Other]
cabinet                   9        times  [Other]
cabinets                  5        times  [Other]
cackle                    2        times  [Other]
cackled                   3        times  [Other]
cackling                  4        times  [Other]
cacophony                 1        times  [Other]
cactus                    3        times  [Other]
cado                      1        times  [Other]
cadogan                   3        times  [Other]
cage                      19       times  [Other]
caged                     1        times  [Other]
cagily                    1        times  [Other]
cake                      2        times  [Other]
cakes                     1        times  [Other]
cal                       6        times  [Other]
calculating               1        times  [Other]
calculations              1        times  [Other]
calendar                  2        times  [Other]
call                      41       times  [Other]
called                    80       times  [Other]
calling                   18       times  [Other]
callisto                  1        times  [Other]
callous                   1        times  [Other]
callously                 1        times  [Other]
calls                     3        times  [Other]
cally                     2        times  [Other]
calm                      25       times  [Other]
calmed                    1        times  [Other]
calming                   2        times  [Other]
calmly                    21       times  [Other]
calmness                  1        times  [Other]
came                      156      times  [CET-4]
camp                      3        times  [Other]
campaign                  1        times  [Other]
campaigned                1        times  [Other]
camped                    1        times  [Other]
can                       518      times  [CET-4]
canceled                  2        times  [Other]
candelabra                2        times  [Other]
candidate                 2        times  [Other]
candle                    7        times  [Other]
candlelight               6        times  [Other]
candlelit                 1        times  [Other]
candles                   10       times  [Other]
candy                     1        times  [Other]
caned                     1        times  [Other]
cannonball                1        times  [Other]
cannons                   1        times  [Other]
cannot                    24       times  [Other]
canopy                    4        times  [Other]
cantered                  2        times  [Other]
cantering                 1        times  [Other]
canvas                    4        times  [Other]
canvassed                 1        times  [Other]
cap                       7        times  [Other]
capa                      1        times  [Other]
capable                   3        times  [Other]
capacity                  1        times  [Other]
cape                      1        times  [Other]
caped                     2        times  [Other]
caps                      1        times  [Other]
captain                   8        times  [Other]
captaincy                 1        times  [Other]
captains                  1        times  [Other]
caption                   1        times  [Other]
captioned                 4        times  [Other]
captive                   2        times  [Other]
captives                  1        times  [Other]
captor                    4        times  [Other]
captured                  2        times  [Other]
car                       16       times  [Other]
caradoc                   1        times  [Other]
carcass                   1        times  [Other]
card                      3        times  [Other]
cardboard                 1        times  [Other]
cardigan                  5        times  [Other]
cards                     7        times  [Other]
care                      65       times  [Other]
cared                     10       times  [Other]
career                    26       times  [Other]
careers                   5        times  [Other]
careful                   23       times  [Other]
carefully                 45       times  [Other]
careless                  1        times  [Other]
carelessly                2        times  [Other]
cares                     7        times  [Other]
caretaker                 7        times  [Other]
caring                    2        times  [Other]
cariously                 1        times  [Other]
carmichael                2        times  [Other]
carols                    1        times  [Other]
carpet                    15       times  [Other]
carpetbag                 2        times  [Other]
carpets                   1        times  [Other]
carriage                  11       times  [Other]
carriages                 10       times  [Other]
carried                   17       times  [Other]
carries                   1        times  [Other]
carry                     16       times  [Other]
carryin                   1        times  [Other]
carrying                  40       times  [Other]
cars                      9        times  [Other]
cart                      2        times  [Other]
carted                    1        times  [Other]
cartoon                   3        times  [Other]
cartwheels                1        times  [Other]
carved                    3        times  [Other]
cas                       2        times  [Other]
cascade                   1        times  [Other]
case                      53       times  [Other]
cases                     2        times  [Other]
casion                    1        times  [Other]
cass                      1        times  [Other]
cassandra                 2        times  [Other]
cast                      20       times  [Other]
casting                   12       times  [Other]
castle                    48       times  [Other]
castles                   1        times  [Other]
casual                    5        times  [Other]
casually                  5        times  [Other]
cat                       14       times  [Other]
cataloging                1        times  [Other]
catastrophe               2        times  [Other]
catastrophes              2        times  [Other]
catastrophic              1        times  [Other]
catcalls                  2        times  [Other]
catch                     35       times  [Other]
catcher                   1        times  [Other]
catches                   2        times  [Other]
catching                  12       times  [Other]
cated                     3        times  [Other]
category                  1        times  [Other]
cathedral                 1        times  [Other]
catherine                 3        times  [Other]
cational                  1        times  [Other]
catlike                   1        times  [Other]
cats                      1        times  [Other]
cau                       3        times  [Other]
caught                    63       times  [Other]
caul                      3        times  [Other]
cauldron                  19       times  [Other]
cauldrons                 8        times  [Other]
cauliflowers              1        times  [Other]
cause                     33       times  [Other]
caused                    27       times  [Other]
causes                    1        times  [Other]
causing                   23       times  [Other]
caution                   2        times  [Other]
cautious                  1        times  [Other]
cautiously                5        times  [Other]
cave                      6        times  [Other]
caved                     1        times  [Other]
cavernous                 3        times  [Other]
caves                     7        times  [Other]
caw                       1        times  [Other]
cawed                     1        times  [Other]
cawing                    1        times  [Other]
cealed                    1        times  [Other]
cealing                   3        times  [Other]
cease                     2        times  [Other]
ceased                    2        times  [Other]
cedric                    42       times  [Other]
ceed                      1        times  [Other]
ceeded                    2        times  [Other]
ceil                      1        times  [Other]
ceiling                   48       times  [Other]
ceilinged                 2        times  [Other]
ceive                     1        times  [Other]
ceived                    2        times  [Other]
cele                      1        times  [Other]
celebrate                 1        times  [Other]
celebrated                2        times  [Other]
celebration               4        times  [Other]
cell                      1        times  [Other]
cellar                    1        times  [Other]
cellent                   1        times  [Other]
cement                    1        times  [Other]
cen                       2        times  [Other]
cent                      4        times  [Other]
centaur                   49       times  [Other]
centaurs                  38       times  [Other]
center                    14       times  [Other]
centered                  1        times  [Other]
cently                    3        times  [Other]
central                   1        times  [Other]
centrating                1        times  [Other]
centuries                 4        times  [Other]
century                   3        times  [Other]
cept                      4        times  [Other]
cepting                   1        times  [Other]
cer                       3        times  [Other]
cereal                    2        times  [Other]
cereals                   1        times  [Other]
cerned                    3        times  [Other]
cert                      1        times  [Other]
certain                   23       times  [Other]
certainly                 25       times  [Other]
certainty                 1        times  [Other]
certed                    1        times  [Other]
certificates              1        times  [Other]
cessfully                 1        times  [Other]
chain                     5        times  [Other]
chained                   4        times  [Other]
chains                    5        times  [Other]
chair                     92       times  [Other]
chairmanship              1        times  [Other]
chairs                    19       times  [Other]
chalk                     2        times  [Other]
challenge                 2        times  [Other]
challenges                1        times  [Other]
challenging               1        times  [Other]
cham                      2        times  [Other]
chamber                   5        times  [Other]
chambers                  1        times  [Other]
chameleon                 1        times  [Other]
champ                     1        times  [Other]
chance                    40       times  [Other]
chanced                   2        times  [Other]
chances                   2        times  [Other]
chancing                  1        times  [Other]
chandelier                4        times  [Other]
chandeliers               1        times  [Other]
chang                     16       times  [Other]
change                    25       times  [CET-4]
changed                   23       times  [Other]
changes                   6        times  [Other]
changing                  14       times  [Other]
channeling                1        times  [Other]
channels                  3        times  [Other]
chant                     4        times  [Other]
chanted                   2        times  [Other]
chaos                     1        times  [Other]
chap                      2        times  [Other]
chapter                   427      times  [Other]
chapters                  1        times  [Other]
character                 3        times  [Other]
characteristically        1        times  [Other]
characters                1        times  [Other]
charge                    12       times  [Other]
charged                   8        times  [Other]
charges                   9        times  [Other]
charging                  3        times  [Other]
charlie                   5        times  [Other]
charm                     38       times  [Other]
charmed                   2        times  [Other]
charming                  3        times  [Other]
charms                    28       times  [Other]
charred                   1        times  [Other]
chart                     8        times  [Other]
charter                   1        times  [Other]
charts                    2        times  [Other]
chase                     2        times  [Other]
chased                    5        times  [Other]
chaser                    4        times  [Other]
chasers                   3        times  [Other]
chasing                   5        times  [Other]
chasm                     1        times  [Other]
chat                      10       times  [Other]
chatter                   3        times  [Other]
chattering                3        times  [Other]
chatting                  5        times  [Other]
cheap                     2        times  [Other]
cheapness                 1        times  [Other]
cheated                   1        times  [Other]
cheating                  2        times  [Other]
check                     26       times  [Other]
checked                   12       times  [Other]
checking                  13       times  [Other]
cheek                     7        times  [Other]
cheekboned                1        times  [Other]
cheeked                   2        times  [Other]
cheeks                    8        times  [Other]
cheeky                    1        times  [Other]
cheer                     5        times  [Other]
cheered                   3        times  [Other]
cheerful                  8        times  [Other]
cheerfully                4        times  [Other]
cheerfulness              1        times  [Other]
cheerily                  1        times  [Other]
cheering                  6        times  [Other]
cheers                    9        times  [Other]
cheery                    3        times  [Other]
cheese                    1        times  [Other]
cherry                    1        times  [Other]
cherub                    3        times  [Other]
cherubs                   1        times  [Other]
chess                     3        times  [Other]
chessboard                2        times  [Other]
chest                     51       times  [Other]
chestnut                  3        times  [Other]
chests                    4        times  [Other]
chew                      4        times  [Other]
chewing                   4        times  [Other]
chews                     1        times  [Other]
chicken                   5        times  [Other]
chided                    1        times  [Other]
chief                     5        times  [Other]
chil                      2        times  [Other]
child                     4        times  [Other]
childhood                 1        times  [Other]
childish                  3        times  [Other]
children                  15       times  [Other]
chili                     1        times  [Other]
chill                     4        times  [Other]
chilled                   1        times  [Other]
chilling                  3        times  [Other]
chilly                    4        times  [Other]
chimaera                  1        times  [Other]
chimaeras                 1        times  [Other]
chimney                   6        times  [Other]
chimneys                  1        times  [Other]
chin                      8        times  [Other]
china                     4        times  [Other]
chinese                   1        times  [Other]
chink                     6        times  [Other]
chintz                    5        times  [Other]
chip                      1        times  [Other]
chipped                   2        times  [Other]
chipping                  1        times  [Other]
chirruping                1        times  [Other]
chivvying                 1        times  [Other]
cho                       149      times  [Other]
choco                     2        times  [Other]
chocolate                 11       times  [Other]
chocolates                1        times  [Other]
choice                    19       times  [Other]
chok                      1        times  [Other]
choked                    6        times  [Other]
choking                   5        times  [Other]
chomping                  1        times  [Other]
choose                    10       times  [Other]
chooses                   1        times  [Other]
choosing                  4        times  [Other]
chopping                  1        times  [Other]
chops                     3        times  [Other]
chortled                  1        times  [Other]
chorus                    6        times  [Other]
chorused                  1        times  [Other]
choruses                  1        times  [Other]
chose                     12       times  [Other]
chosen                    9        times  [Other]
christ                    2        times  [Other]
christmas                 63       times  [Other]
chuck                     4        times  [Other]
chucked                   6        times  [Other]
chucking                  1        times  [Other]
chuckle                   2        times  [Other]
chuckled                  4        times  [Other]
chuckling                 2        times  [Other]
chuffed                   1        times  [Other]
chunk                     3        times  [Other]
chunks                    1        times  [Other]
chunter                   1        times  [Other]
church                    3        times  [Other]
churlish                  1        times  [Other]
churned                   1        times  [Other]
chute                     2        times  [Other]
cially                    1        times  [Other]
cided                     4        times  [Other]
cient                     1        times  [Other]
ciently                   1        times  [Other]
cies                      1        times  [Other]
cigarette                 2        times  [Other]
cious                     2        times  [Other]
ciously                   1        times  [Other]
circle                    6        times  [Other]
circled                   2        times  [Other]
circles                   3        times  [Other]
circling                  5        times  [Other]
circular                  19       times  [Other]
circum                    2        times  [Other]
circumstances             7        times  [Other]
citedly                   1        times  [Other]
citement                  1        times  [Other]
city                      1        times  [Other]
civilize                  1        times  [Other]
clad                      3        times  [Other]
claim                     1        times  [Other]
claimed                   1        times  [Other]
claiming                  2        times  [Other]
clam                      1        times  [Other]
clamber                   1        times  [Other]
clambered                 2        times  [Other]
clamberin                 1        times  [Other]
clambering                1        times  [Other]
clammy                    2        times  [Other]
clamoring                 1        times  [Other]
clamped                   3        times  [Other]
clang                     1        times  [Other]
clanged                   3        times  [Other]
clanging                  3        times  [Other]
clank                     1        times  [Other]
clanking                  3        times  [Other]
clap                      2        times  [Other]
clapham                   1        times  [Other]
clapped                   13       times  [Other]
clapping                  4        times  [Other]
clash                     2        times  [Other]
clashed                   1        times  [Other]
clasp                     2        times  [Other]
clasped                   1        times  [Other]
class                     103      times  [Other]
classes                   18       times  [Other]
classified                1        times  [Other]
classmates                3        times  [Other]
classroom                 35       times  [Other]
classrooms                2        times  [Other]
clatter                   7        times  [Other]
clattered                 6        times  [Other]
clattering                8        times  [Other]
claude                    1        times  [Other]
clause                    2        times  [Other]
claw                      6        times  [Other]
clawed                    2        times  [Other]
clawlike                  1        times  [Other]
claws                     1        times  [Other]
cle                       2        times  [Other]
clean                     19       times  [Other]
cleaned                   2        times  [Other]
cleaning                  11       times  [Other]
cleanliness               1        times  [Other]
cleanly                   1        times  [Other]
cleansweep                5        times  [Other]
cleansweeps               1        times  [Other]
clear                     52       times  [Other]
cleared                   18       times  [Other]
clearer                   7        times  [Other]
clearing                  16       times  [Other]
clearly                   56       times  [Other]
clears                    2        times  [Other]
cleaved                   1        times  [Other]
clench                    2        times  [Other]
clenched                  17       times  [Other]
clenching                 1        times  [Other]
cles                      2        times  [Other]
clever                    13       times  [Other]
cleverer                  3        times  [Other]
cleverest                 1        times  [Other]
click                     3        times  [Other]
clicked                   7        times  [Other]
clicking                  6        times  [Other]
clicks                    1        times  [Other]
clientele                 1        times  [Other]
climb                     2        times  [Other]
climbed                   17       times  [Other]
climbing                  3        times  [Other]
cling                     2        times  [Other]
clinging                  3        times  [Other]
clinked                   1        times  [Other]
clinking                  4        times  [Other]
clip                      1        times  [Other]
clipboard                 31       times  [Other]
clipboards                2        times  [Other]
cloak                     56       times  [Other]
cloaks                    6        times  [Other]
clock                     35       times  [Other]
clocks                    2        times  [Other]
clockwise                 1        times  [Other]
clogging                  1        times  [Other]
clopping                  1        times  [Other]
clos                      1        times  [Other]
close                     77       times  [Other]
closed                    89       times  [Other]
closely                   23       times  [Other]
closer                    30       times  [Other]
closest                   8        times  [Other]
closing                   16       times  [Other]
cloth                     3        times  [Other]
clothed                   2        times  [Other]
clothes                   16       times  [Other]
cloths                    2        times  [Other]
cloud                     10       times  [Other]
clouded                   1        times  [Other]
cloudless                 2        times  [Other]
clouds                    7        times  [Other]
cloudy                    1        times  [Other]
club                      8        times  [Other]
clubbed                   1        times  [Other]
clubbing                  1        times  [Other]
clubs                     1        times  [Other]
clue                      13       times  [Other]
clump                     2        times  [Other]
clumps                    1        times  [Other]
clumsily                  2        times  [Other]
clumsy                    2        times  [Other]
clung                     1        times  [Other]
clunk                     2        times  [Other]
clunked                   1        times  [Other]
clunking                  1        times  [Other]
clusion                   1        times  [Other]
clustered                 1        times  [Other]
clustering                1        times  [Other]
clutched                  11       times  [Other]
clutching                 29       times  [Other]
cluttered                 2        times  [Other]
cluttering                1        times  [Other]
coach                     5        times  [Other]
coaches                   2        times  [Other]
coals                     1        times  [Other]
coast                     5        times  [Other]
coat                      4        times  [Other]
coated                    1        times  [Other]
coats                     1        times  [Other]
coaxed                    1        times  [Other]
coaxingly                 1        times  [Other]
cobbled                   1        times  [Other]
cobwebby                  1        times  [Other]
cobwebs                   3        times  [Other]
cock                      3        times  [Other]
cockroaches               2        times  [Other]
cocktail                  2        times  [Other]
cocoon                    1        times  [Other]
code                      1        times  [Other]
coded                     1        times  [Other]
codes                     1        times  [Other]
codswallop                1        times  [Other]
cof                       1        times  [Other]
coffee                    5        times  [Other]
coffees                   2        times  [Other]
cogs                      1        times  [Other]
coiled                    3        times  [Other]
coiling                   2        times  [Other]
coils                     2        times  [Other]
coin                      3        times  [Other]
coincidence               6        times  [Other]
coins                     7        times  [Other]
col                       3        times  [Other]
cold                      75       times  [Other]
colder                    1        times  [Other]
coldly                    24       times  [Other]
colin                     4        times  [Other]
collapse                  1        times  [Other]
collapsed                 8        times  [Other]
collapsing                1        times  [Other]
collar                    1        times  [Other]
collars                   2        times  [Other]
colleagues                2        times  [Other]
collect                   3        times  [Other]
collected                 4        times  [Other]
collecting                1        times  [Other]
collection                2        times  [Other]
collections               1        times  [Other]
collective                2        times  [Other]
collide                   1        times  [Other]
collided                  7        times  [Other]
collision                 1        times  [Other]
collo                     2        times  [Other]
colloportus               3        times  [Other]
color                     14       times  [Other]
colored                   10       times  [Other]
colorless                 2        times  [Other]
colors                    6        times  [Other]
column                    3        times  [Other]
columns                   1        times  [Other]
com                       15       times  [Other]
comb                      2        times  [Other]
combat                    2        times  [Other]
combed                    1        times  [Other]
combination               1        times  [Other]
come                      319      times  [CET-4]
comeback                  1        times  [Other]
